tenancy_id,property_id,original_lease_start,lease_start,lease_end,vacate_type,notice_sent_received,termination_date,moving_out,charge_to,contact_1_id,contact_[n]_auto_email_receipts,contact_[n]_auto_email_invoices,contact_[n]_enotices_no_consent,contact_[n]_dont_send_marketing,contact_[n]_type,contact_[n]_account_name,contact_[n]_account_bsb,contact_[n]_account_no,direct_debit_invoices,direct_debit_rent,direct_debit_contact_id,direct_debit_max_amount,direct_debit_schedule_description,direct_debit_schedule_period,direct_debit_schedule_amount,direct_debit_schedule_start,direct_debit_schedule_end,last_rent_review,next_rent_review,rent_account,rent_description,rent_start,rent_period,rent_amount,new_rent_start,new_rent_period,new_rent_amount,rent_paid_to,rent_credit,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,outgoings_[n]_paid_to,outgoings_[n]_credit,new_outgoings_[n]_amount,bond_[n]_required,bond_[n]_account,bond_[n]_reference,bond_[n]_lodged_direct,held_for_tenancy,tag_[group name],fee_[fee id],contact_2_id,contact_3_id,contact_4_id,contact_5_id,contact_6_id
rps_lng-RPT191515,rps_lng-HDO140002,3/10/2014,3/10/2014,2/10/2019,,,,,,rps_lng-HDO14000198,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO14000199,,,,
rps_lng-RPT190209,rps_lng-HDO140009,18/06/2022,18/06/2022,17/06/2024,,,,,,rps_lng-HDO14000229,,,,,,,,,,,,,,,,,,,,,,,Monthly,349.8082,,,,,,,,,,,,,,,,,,,rps_lng-HDO14000230,,,,
rps_lng-HDO211384,rps_lng-HDO140017,11/11/2021,11/11/2021,21/11/2022,,,,,,rps_lng-HDO21002960,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002958,rps_lng-HDO21002959,,,
rps_lng-RPT191394,rps_lng-HDO140017,7/03/2021,7/03/2021,6/03/2022,,,,,,rps_lng-HDO15000088,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190421,rps_lng-HDO140024,1/08/2019,1/08/2019,31/07/2020,,,,,,rps_lng-HDO19003670,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO19003671,rps_lng-HDO19003672,,,
rps_lng-RPT190163,rps_lng-HDO140024,25/10/2014,25/10/2014,24/10/2015,,,,,,rps_lng-HDO14000168,,,,,,,,,,,,,,,,,,,,,,,Monthly,335.0795,,,,,,,,,,,,,,,,,,,rps_lng-HDO14000169,rps_lng-HDO14000170,rps_lng-HDO14000171,,
rps_lng-RPT190730,rps_lng-HDO140024,5/10/2018,5/10/2018,31/07/2019,,,,,,rps_lng-HDO18000094,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000095,,,,
rps_lng-RPT190796,rps_lng-HDO140024,9/11/2015,9/11/2015,17/09/2018,,,,,,rps_lng-HDO15000194,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO15000195,,,,
rps_lng-RPT190694,rps_lng-HDO140026,22/11/2021,22/11/2021,21/11/2022,,,,,,rps_lng-HDO17000085,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191466,rps_lng-HDO140026,7/02/2015,7/02/2015,6/01/2017,,,,,,rps_lng-HDO15000153,,,,,,,,,,,,,,,,,,,,,,,Weekly,370,,,,,,,,,,,,,,,,,,,rps_lng-HDO15000154,,,,
rps_lng-HDO210227,rps_lng-HDO140044,6/07/2023,6/07/2023,5/07/2024,,,,,,rps_lng-HDO21000526,,,,,,,,,,,,,,,,,,2023-07-01T12:00:00+01:00,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190363,rps_lng-HDO140044,28/04/2014,28/04/2014,21/12/2015,,,,,,rps_lng-HDO14000069,,,,,,,,,,,,,,,,,,,,,,,Monthly,319.8904,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191243,rps_lng-HDO140044,4/04/2016,4/04/2016,31/01/2021,,,,,,rps_lng-HDO16000245,,,,,,,,,,,,,,,,,,2019-06-27T10:00:00+01:00,,,,,Monthly,335.0795,,,,,,,,,,,,,,,,,,,rps_lng-HDO16000246,,,,
rps_lng-RPT190045,rps_lng-HDO150004,20/09/2022,20/09/2022,19/09/2023,,,,,,rps_lng-WES19000018,,,,,,,,,,,,,,,,,,,2023-09-01T10:00:00+01:00,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190465,rps_lng-HDO150004,1/08/2015,1/08/2015,20/10/2017,,,,,,rps_lng-HDO15000182,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO15000183,,,,
rps_lng-RPT190359,rps_lng-HDO150011,20/06/2022,20/06/2022,19/06/2023,,,,,,rps_lng-HDO17000069,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000071,,,,
rps_lng-RPT190743,rps_lng-HDO150011,7/08/2015,7/08/2015,9/10/2017,,,,,,rps_lng-HDO15000130,,,,,,,,,,,,,,,,,,,,,,,Weekly,370,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190782,rps_lng-HDO150017,24/05/2022,24/05/2022,23/05/2023,,,,,,rps_lng-HDO15000177,,,,,,,,,,,,,,,,,,,2024-02-01T17:00:00+00:00,,,,Monthly,500.0877,,,,,,,,,,,,,,,,,,,rps_lng-HDO15000178,,,,
rps_lng-HDO190418,rps_lng-HDO150022,28/06/2022,28/06/2022,28/12/2022,,,,,,rps_lng-HDO19003666,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO19003665,,,,
rps_lng-HDO221820,rps_lng-HDO150022,30/12/2022,30/12/2022,29/01/2024,,,,,,rps_lng-HDO22004189,,,,,,,,,,,,,,,,,,,,,,,Monthly,395.1452,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190055,rps_lng-HDO150022,15/04/2015,15/04/2015,7/02/2017,,,,,,rps_lng-HDO15000056,,,,,,,,,,,,,,,,,,,,,,,Monthly,319.2,,,,,,,,,,,,,,,,,,,rps_lng-HDO15000057,,,,
rps_lng-RPT190318,rps_lng-HDO150022,17/02/2017,17/02/2017,30/01/2018,,,,,,rps_lng-HDO17000022,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000023,,,,
rps_lng-RPT191491,rps_lng-HDO150022,3/02/2018,3/02/2018,18/06/2019,,,,,,rps_lng-HDO18000157,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO191216,rps_lng-HDO150030,17/12/2019,17/12/2019,21/02/2021,,,,,,rps_lng-HDO19005844,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO19005842,rps_lng-HDO19005843,,,
rps_lng-HDO210366,rps_lng-HDO150030,1/04/2021,1/04/2021,5/04/2022,,,,,,rps_lng-HDO21000866,,,,,,,,,,,,,,,,,,,,,,,Monthly,324.9534,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000867,rps_lng-HDO21000865,,,
rps_lng-HDO220587,rps_lng-HDO150030,29/04/2023,29/04/2023,28/04/2024,,,,,,rps_lng-HDO22001163,,,,,,,,,,,,,,,,,,,,,,,Monthly,375.1233,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191514,rps_lng-HDO150030,30/01/2016,30/01/2016,8/08/2018,,,,,,rps_lng-HDO16000190,,,,,,,,,,,,,,,,,,,,,,,Monthly,316.8986,,,,,,,,,,,,,,,,,,,rps_lng-HDO16000191,,,,
rps_lng-RPT191570,rps_lng-HDO150030,24/08/2018,24/08/2018,12/12/2019,,,,,,rps_lng-HDO18000218,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.0137,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000219,,,,
rps_lng-RPT191455,rps_lng-HDO150038,4/07/2023,4/07/2023,3/07/2024,,,,,,rps_lng-HDO15000146,,,,,,,,,,,,,,,,,,,,,,,Monthly,449.9178,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CHA190010,rps_lng-HDO150046,1/04/2019,1/04/2019,31/03/2020,,,,,,rps_lng-CHA19000016,,,,,,,,,,,,,,,,,,,2024-01-20T14:00:00+00:00,,,,Monthly,530.0055,,,,,,,,,,,,,,,,,,,rps_lng-CHA19000017,,,,
rps_lng-HDO191196,rps_lng-HDO150053,3/12/2022,3/12/2022,2/12/2023,,,,,,rps_lng-HDO19005798,,,,,,,,,,,,,,,,,,2020-01-01T10:00:00+00:00,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO19005797,,,,
rps_lng-RPT190655,rps_lng-HDO150053,10/03/2016,10/03/2016,2/08/2017,,,,,,rps_lng-HDO16000044,,,,,,,,,,,,,,,,,,,,,,,Weekly,300,,,,,,,,,,,,,,,,,,,rps_lng-HDO16000045,,,,
rps_lng-RPT191093,rps_lng-HDO150053,29/11/2017,29/11/2017,29/10/2019,,,,,,rps_lng-HDO17000210,,,,,,,,,,,,,,,,,,,,,,,Monthly,319.8904,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000211,,,,
rps_lng-HDO200832,rps_lng-HDO160004,2/12/2022,2/12/2022,1/11/2023,,,,,,rps_lng-HDO20001781,,,,,,,,,,,,,,,,,,,,,,,Monthly,360.1644,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190235,rps_lng-HDO160004,3/01/2017,3/01/2017,18/09/2020,,,,,,rps_lng-HDO16000234,,,,,,,,,,,,,,,,,,,,,,,Monthly,330.0164,,,,,,,,,,,,,,,,,,,rps_lng-HDO16000235,,,,
rps_lng-HDO190953,rps_lng-HDO160007,22/06/2022,22/06/2022,22/12/2022,,,,,,rps_lng-HDO19005153,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221848,rps_lng-HDO160007,9/01/2023,9/01/2023,8/07/2023,,,,,,rps_lng-HDO22004260,,,,,,,,,,,,,,,,,,,,,,,Monthly,394.9151,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190513,rps_lng-HDO160007,21/07/2017,21/07/2017,15/11/2019,,,,,,rps_lng-HDO17000195,,,,,,,,,,,,,,,,,,2019-06-26T17:00:00+01:00,,,,,Monthly,355.1014,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190546,rps_lng-HDO160007,14/10/2016,14/10/2016,20/07/2017,,,,,,rps_lng-HDO16000229,,,,,,,,,,,,,,,,,,,,,,,Monthly,344.9753,,,,,,,,,,,,,,,,,,,rps_lng-HDO16000230,,,,
rps_lng-RPT190228,rps_lng-HDO160020,30/01/2023,30/01/2023,29/01/2024,,,,,,rps_lng-HDO17000226,,,,,,,,,,,,,,,,,,,2023-09-14T12:00:00+01:00,,,,Weekly,385,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000227,,,,
rps_lng-RPT191551,rps_lng-HDO160020,10/03/2017,10/03/2017,25/08/2017,,,,,,rps_lng-HDO17000205,,,,,,,,,,,,,,,,,,,,,,,Monthly,360.1644,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000206,,,,
rps_lng-HDO211301,rps_lng-HDO160024,23/10/2022,23/10/2022,22/10/2023,,,,,,rps_lng-HDO21002809,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002810,,,,
rps_lng-RPT191066,rps_lng-HDO160024,22/06/2017,22/06/2017,21/06/2021,,,,,,rps_lng-HDO17000177,,,,,,,,,,,,,,,,,,,,,,,Monthly,320.1205,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000178,,,,
rps_lng-RPT191377,rps_lng-HDO160024,10/06/2016,10/06/2016,15/06/2017,,,,,,rps_lng-HDO16000065,,,,,,,,,,,,,,,,,,,,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200517,rps_lng-HDO160035,23/07/2020,23/07/2020,29/09/2020,,,,,,rps_lng-HDO20001191,,,,,,,,,,,,,,,,,,,,,,,Monthly,429.8959,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200843,rps_lng-HDO160035,31/10/2020,31/10/2020,3/06/2021,,,,,,rps_lng-HDO20001804,,,,,,,,,,,,,,,,,,,,,,,Monthly,414.937,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210661,rps_lng-HDO160035,4/06/2023,4/06/2023,3/06/2024,,,,,,rps_lng-HDO21001483,,,,,,,,,,,,,,,,,,,,,,,Monthly,480.0658,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190217,rps_lng-HDO160035,18/11/2016,18/11/2016,19/07/2017,,,,,,rps_lng-HDO16000222,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190993,rps_lng-HDO160035,18/07/2018,18/07/2018,5/07/2019,,,,,,rps_lng-HDO18000120,,,,,,,,,,,,,,,,,,,,,,,Monthly,443.7041,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000121,,,,
rps_lng-RPT191626,rps_lng-HDO160035,20/07/2017,20/07/2017,19/07/2018,,,,,,rps_lng-HDO17000276,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000275,,,,
rps_lng-RPT191372,rps_lng-HDO160048,30/09/2022,30/09/2022,29/09/2023,,,,,,rps_lng-HDO16000062,,,,,,,,,,,,,,,,,,,,,,,Monthly,380.1863,,,,,,,,,,,,,,,,,,,rps_lng-HDO16000063,,,,
rps_lng-HDO190784,rps_lng-HDO160061,28/09/2019,28/09/2019,25/06/2020,,,,,,rps_lng-HDO19004708,,,,,,,,,,,,,,,,,,,,,,,Monthly,355.1014,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004707,,,,
rps_lng-HDO200294,rps_lng-HDO160061,26/06/2020,26/06/2020,25/06/2021,,,,,,rps_lng-HDO20000713,,,,,,,,,,,,,,,,,,,,,,,Monthly,355.1014,,,,,,,,,,,,,,,,,,,rps_lng-HDO20000714,,,,
rps_lng-HDO210764,rps_lng-HDO160061,23/06/2021,23/06/2021,22/06/2022,,,,,,rps_lng-HDO21001729,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001730,,,,
rps_lng-HDO220935,rps_lng-HDO160061,20/07/2022,20/07/2022,19/07/2023,,,,,,rps_lng-HDO22002041,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190374,rps_lng-HDO160061,14/10/2016,14/10/2016,12/09/2017,,,,,,rps_lng-HDO16000075,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,rps_lng-WES19000017,,,,
rps_lng-HDO190783,rps_lng-HDO170001,7/10/2019,7/10/2019,6/06/2022,,,,,,rps_lng-HDO19004706,,,,,,,,,,,,,,,,,,,,,,,Monthly,344.9753,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004705,,,,
rps_lng-HDO220882,rps_lng-HDO170001,2/07/2023,2/07/2023,1/07/2024,,,,,,rps_lng-HDO22001893,,,,,,,,,,,,,,,,,,,,,,,Monthly,319.8904,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190835,rps_lng-HDO170001,12/05/2017,12/05/2017,11/09/2019,,,,,,rps_lng-HDO17000011,,,,,,,,,,,,,,,,,,2019-06-27T10:00:00+01:00,,,,,Monthly,335.0795,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000012,,,,
rps_lng-HDO220190,rps_lng-HDO170004,12/02/2022,12/02/2022,11/02/2023,,,,,,rps_lng-HDO22000387,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230249,rps_lng-HDO170004,23/02/2023,23/02/2023,22/02/2024,,,,,,rps_lng-HDO23000737,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000736,,,,
rps_lng-RPT190515,rps_lng-HDO170004,9/08/2021,9/08/2021,8/02/2022,,,,,,rps_lng-HDO17000197,,,,,,,,,,,,,,,,,,,,,,,Monthly,329.7863,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190799,rps_lng-HDO170008,4/10/2022,4/10/2022,3/10/2023,,,,,,rps_lng-HDO19004744,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004743,,,,
rps_lng-HDO230214,rps_lng-HDO170008,18/02/2023,18/02/2023,17/02/2024,,,,,,rps_lng-HDO23000621,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190175,rps_lng-HDO170008,20/11/2017,20/11/2017,26/08/2019,,,,,,rps_lng-HDO17000170,,,,,,,,,,,,,,,,,,2019-06-26T17:00:00+01:00,,,,,Monthly,344.9753,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000171,,,,
rps_lng-HDO210356,rps_lng-HDO170011,10/04/2022,10/04/2022,9/04/2023,,,,,,rps_lng-HDO21000844,,,,,,,,,,,,,,,,,,,,,,,Monthly,329.7863,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000843,,,,
rps_lng-RPT190089,rps_lng-HDO170011,23/05/2018,23/05/2018,27/11/2018,,,,,,rps_lng-HDO18000083,,,,,,,,,,,,,,,,,,,,,,,Monthly,309.9945,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000084,,,,
rps_lng-RPT191262,rps_lng-HDO170011,28/11/2019,28/11/2019,27/11/2020,,,,,,rps_lng-HDO18000250,,,,,,,,,,,,,,,,,,,,,,,Monthly,310.2247,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000251,,,,
rps_lng-RPT191113,rps_lng-HDO170020,3/07/2022,3/07/2022,2/07/2023,,,,,,rps_lng-HDO17000223,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000224,,,,
rps_lng-HDO220516,rps_lng-HDO170028,20/04/2022,20/04/2022,19/04/2023,,,,,,rps_lng-HDO22001037,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230567,rps_lng-HDO170028,6/05/2023,6/05/2023,5/05/2024,,,,,,rps_lng-HDO23001575,,,,,,,,,,,,,,,,,,,,,,,Monthly,489.9616,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190008,rps_lng-HDO170231,15/12/2018,15/12/2018,23/04/2020,,,,,,rps_lng-HDO19002647,,,,,,,,,,,,,,,,,,,,,,,Monthly,524.9425,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200181,rps_lng-HDO170231,24/04/2020,24/04/2020,23/01/2021,,,,,,rps_lng-HDO20000476,,,,,,,,,,,,,,,,,,,,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-HDO20000477,,,,
rps_lng-HDO210319,rps_lng-HDO170231,1/03/2021,1/03/2021,28/02/2022,,,,,,rps_lng-HDO19002647,,,,,,,,,,,,,,,,,,,2023-12-01T16:00:00+00:00,,,,Monthly,0,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT193202,rps_lng-HDO170231,30/01/2018,30/01/2018,14/12/2018,,,,,,rps_lng-HDO18000369,,,,,,,,,,,,,,,,,,,,,,,Monthly,524.9425,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200022,rps_lng-HDO170235,6/02/2023,6/02/2023,5/11/2023,,,,,,rps_lng-HDO20000040,,,,,,,,,,,,,,,,,,,2023-08-01T10:00:00+01:00,,,,Monthly,489.9616,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200233,rps_lng-HDO180001,15/10/2022,15/10/2022,14/10/2023,,,,,,rps_lng-HDO20000607,,,,,,,,,,,,,,,,,,,,,,,Weekly,359.9342,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190184,rps_lng-HDO180001,28/02/2019,28/02/2019,21/04/2020,,,,,,rps_lng-HDO19000349,,,,,,,,,,,,,,,,,,2020-04-05T16:00:00+01:00,,,,,Monthly,348.8877,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190192,rps_lng-HDO180002,27/11/2021,27/11/2021,26/11/2022,,,,,,rps_lng-HDO18000184,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000185,,,,
rps_lng-HDO190584,rps_lng-HDO180003,10/08/2019,10/08/2019,19/09/2020,,,,,,rps_lng-HDO19004156,,,,,,,,,,,,,,,,,,,,,,,Monthly,430.126,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004157,,,,
rps_lng-HDO200840,rps_lng-HDO180003,17/11/2020,17/11/2020,22/11/2021,,,,,,rps_lng-HDO20001800,,,,,,,,,,,,,,,,,,,,,,,Monthly,450,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220146,rps_lng-HDO180003,16/02/2022,16/02/2022,15/02/2023,,,,,,rps_lng-HDO22000301,,,,,,,,,,,,,,,,,,,,,,,Monthly,425.063,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230024,rps_lng-HDO180003,13/01/2023,13/01/2023,12/01/2024,,,,,,rps_lng-HDO23000053,,,,,,,,,,,,,,,,,,,,,,,Monthly,509.9836,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000051,rps_lng-HDO23000052,,,
rps_lng-RPT190271,rps_lng-HDO180003,3/07/2018,3/07/2018,27/07/2019,,,,,,rps_lng-HDO18000257,,,,,,,,,,,,,,,,,,,,,,,Monthly,425.063,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000258,,,,
rps_lng-HDO220419,rps_lng-HDO180012,29/03/2023,29/03/2023,28/03/2024,,,,,,rps_lng-HDO22000853,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000852,,,,
rps_lng-RPT190498,rps_lng-HDO180012,8/12/2018,8/12/2018,7/02/2022,,,,,,rps_lng-HDO18000176,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000177,,,,
rps_lng-RPT190888,rps_lng-HDO180028,30/06/2018,30/06/2018,29/06/2021,,,,,,rps_lng-HDO18000050,,,,,,,,,,,,,,,,,,,2023-07-27T11:00:00+01:00,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000051,,,,
rps_lng-HDO200970,rps_lng-HDO180030,10/12/2021,10/12/2021,9/12/2022,,,,,,rps_lng-HDO20002077,,,,,,,,,,,,,,,,,,,,,,,Monthly,335.0795,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230018,rps_lng-HDO180030,20/01/2023,20/01/2023,19/01/2024,,,,,,rps_lng-HDO23000042,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000041,,,,
rps_lng-RPT190516,rps_lng-HDO180030,25/05/2019,25/05/2019,28/05/2020,,,,,,rps_lng-HDO18000199,,,,,,,,,,,,,,,,,,,,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000200,,,,
rps_lng-HDO190706,rps_lng-HDO180055,4/09/2019,4/09/2019,3/06/2020,,,,,,rps_lng-HDO19004503,,,,,,,,,,,,,,,,,,2019-10-24T11:00:00+01:00,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200265,rps_lng-HDO180055,12/07/2023,12/07/2023,11/07/2024,,,,,,rps_lng-HDO20000666,,,,,,,,,,,,,,,,,,,,,,,Monthly,344.9753,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT193274,rps_lng-HDO180055,8/09/2017,8/09/2017,12/08/2019,,,,,,rps_lng-HDO18000549,,,,,,,,,,,,,,,,,,2019-04-06T18:00:00+01:00,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000550,,,,
rps_lng-HDO190107,rps_lng-HDO180056,15/06/2019,15/06/2019,14/05/2021,,,,,,rps_lng-HDO19002911,,,,,,,,,,,,,,,,,,,,,,,Monthly,389.8521,,,,,,,,,,,,,,,,,,,rps_lng-HDO19002912,,,,
rps_lng-HDO210698,rps_lng-HDO180056,4/06/2021,4/06/2021,5/06/2022,,,,,,rps_lng-HDO21001571,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT193273,rps_lng-HDO180056,6/03/2018,6/03/2018,26/04/2019,,,,,,rps_lng-HDO18000546,,,,,,,,,,,,,,,,,,,,,,,Monthly,400.2082,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000547,,,,
rps_lng-HDO201019,rps_lng-HDO190007,23/02/2023,23/02/2023,22/01/2024,,,,,,rps_lng-HDO20002165,,,,,,,,,,,,,,,,,,,2023-09-01T16:00:00+01:00,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190712,rps_lng-HDO190007,7/07/2011,7/07/2011,6/11/2020,,,,,,rps_lng-HDO19000154,,,,,,,,,,,,,,,,,,2019-06-27T10:00:00+01:00,,,,,Monthly,340.1425,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200358,rps_lng-HDO190009,26/06/2020,26/06/2020,25/09/2023,,,,,,rps_lng-HDO20000874,,,,,,,,,,,,,,,,,,,,,,,Monthly,374.8932,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191549,rps_lng-HDO190009,5/09/2019,5/09/2019,4/09/2020,,,,,,rps_lng-HDO19000374,,,,,,,,,,,,,,,,,,2019-10-03T17:00:00+01:00,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190029,rps_lng-HDO190038,11/05/2019,11/05/2019,23/05/2022,,,,,,rps_lng-HDO19002733,,,,,,,,,,,,,,,,,,,,,,,Monthly,460.0438,,,,,,,,,,,,,,,,,,,rps_lng-HDO19002734,,,,
rps_lng-RPT191025,rps_lng-HDO190038,20/09/2014,20/09/2014,26/04/2019,,,,,,rps_lng-HDO19000302,,,,,,,,,,,,,,,,,,,,,,,Weekly,450,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000301,,,,
rps_lng-HDO190387,rps_lng-HDO190063,22/07/2021,22/07/2021,21/07/2023,,,,,,rps_lng-HDO19003587,,,,,,,,,,,,,,,,,,2020-02-01T12:00:00+00:00,,,,,Monthly,440.0219,,,,,,,,,,,,,,,,,,,rps_lng-HDO19003588,,,,
rps_lng-RPT190439,rps_lng-HDO190063,30/05/2014,30/05/2014,19/07/2019,,,,,,rps_lng-HDO19000251,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,,,,,
