tenancy_id,property_id,original_lease_start,lease_start,lease_end,vacate_type,notice_sent_received,termination_date,moving_out,charge_to,contact_1_id,contact_[n]_auto_email_receipts,contact_[n]_auto_email_invoices,contact_[n]_enotices_no_consent,contact_[n]_dont_send_marketing,contact_[n]_type,contact_[n]_account_name,contact_[n]_account_bsb,contact_[n]_account_no,direct_debit_invoices,direct_debit_rent,direct_debit_contact_id,direct_debit_max_amount,direct_debit_schedule_description,direct_debit_schedule_period,direct_debit_schedule_amount,direct_debit_schedule_start,direct_debit_schedule_end,last_rent_review,next_rent_review,rent_account,rent_description,rent_start,rent_period,rent_amount,new_rent_start,new_rent_period,new_rent_amount,rent_paid_to,rent_credit,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,outgoings_[n]_paid_to,outgoings_[n]_credit,new_outgoings_[n]_amount,bond_[n]_required,bond_[n]_account,bond_[n]_reference,bond_[n]_lodged_direct,held_for_tenancy,tag_[group name],fee_[fee id],contact_2_id,contact_3_id,contact_4_id,contact_5_id,contact_6_id
rps_lng-HDO220098,rps_lng-HDO200079,22/01/2022,22/01/2022,24/01/2023,,,,,,rps_lng-HDO22000206,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES200024,rps_lng-HDO200079,19/03/2020,19/03/2020,18/01/2022,,,,,,rps_lng-WES20000058,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,rps_lng-WES20000059,,,,
rps_lng-HDO221349,rps_lng-HDO200164,3/11/2022,3/11/2022,2/05/2023,,,,,,rps_lng-HDO22003074,,,,,,,,,,,,,,,,,,,,,,,Monthly,630.1151,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003073,,,,
rps_lng-HDO230665,rps_lng-HDO200164,3/06/2023,3/06/2023,2/06/2024,,,,,,rps_lng-HDO23001825,,,,,,,,,,,,,,,,,,,2024-02-01T12:00:00+00:00,,,,Monthly,770.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001823,rps_lng-HDO23001824,,,
rps_lng-HDO200614,rps_lng-HDO200179,12/08/2022,12/08/2022,11/08/2023,,,,,,rps_lng-HDO20001354,,,,,,,,,,,,,,,,,,,2023-08-01T11:00:00+01:00,,,,Monthly,394.9151,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200511,rps_lng-HDO200194,24/07/2021,24/07/2021,23/07/2022,,,,,,rps_lng-HDO20001183,,,,,,,,,,,,,,,,,,,,,,,Monthly,319.8904,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200612,rps_lng-HDO200287,14/08/2020,14/08/2020,8/07/2021,,,,,,rps_lng-HDO20001351,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211030,rps_lng-HDO200287,27/08/2022,27/08/2022,26/08/2023,,,,,,rps_lng-HDO21002264,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002265,,,,
rps_lng-HDO200638,rps_lng-HDO200296,28/08/2020,28/08/2020,20/05/2021,,,,,,rps_lng-HDO17001295,,,,,,,,,,,,,,,,,,,,,,,Monthly,530.0055,,,,,,,,,,,,,,,,,,,rps_lng-HDO17001294,,,,
rps_lng-HDO210541,rps_lng-HDO200296,20/07/2022,20/07/2022,19/07/2023,,,,,,rps_lng-HDO21001238,,,,,,,,,,,,,,,,,,,,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001239,,,,
rps_lng-HDO221263,rps_lng-HDO200296,10/09/2022,10/09/2022,9/09/2023,,,,,,rps_lng-HDO22002855,,,,,,,,,,,,,,,,,,,,,,,Monthly,619.989,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002854,,,,
rps_lng-HDO200677,rps_lng-HDO200300,7/09/2020,7/09/2020,5/11/2021,,,,,,rps_lng-HDO20001463,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220684,rps_lng-HDO200300,28/05/2023,28/05/2023,27/11/2023,,,,,,rps_lng-HDO22001362,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200808,rps_lng-HDO200325,23/10/2020,23/10/2020,10/12/2021,,,,,,rps_lng-HDO20001738,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211643,rps_lng-HDO200325,21/12/2021,21/12/2021,20/12/2022,,,,,,rps_lng-HDO21003524,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221693,rps_lng-HDO200325,21/12/2022,21/12/2022,20/12/2023,,,,,,rps_lng-HDO22003891,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001835,,,,
rps_lng-HDO201029,rps_lng-HDO200365,16/12/2020,16/12/2020,15/11/2021,,,,,,rps_lng-HDO20002181,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO20002180,,,,
rps_lng-HDO200984,rps_lng-HDO200391,24/11/2020,24/11/2020,31/01/2023,,,,,,rps_lng-HDO20002104,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.2685,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230152,rps_lng-HDO200391,4/02/2023,4/02/2023,3/02/2024,,,,,,rps_lng-HDO23000432,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000431,,,,
rps_lng-HDO201070,rps_lng-HDO200393,23/12/2021,23/12/2021,22/06/2022,,,,,,rps_lng-HDO20002264,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO20002265,,,,
rps_lng-HDO200977,rps_lng-HDO200400,21/09/2019,21/09/2019,15/04/2021,,,,,,rps_lng-HDO20002095,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210593,rps_lng-HDO200400,13/05/2021,13/05/2021,25/07/2021,,,,,,rps_lng-HDO21001359,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211010,rps_lng-HDO200400,13/08/2022,13/08/2022,12/08/2023,,,,,,rps_lng-HDO21002225,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002226,rps_lng-HDO21002227,,,
rps_lng-HDO230029,rps_lng-HDO200400,13/01/2023,13/01/2023,12/01/2024,,,,,,rps_lng-HDO23000065,,,,,,,,,,,,,,,,,,,,,,,Monthly,375.1233,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000064,,,,
rps_lng-HDO210182,rps_lng-HDO200430,17/02/2021,17/02/2021,6/04/2022,,,,,,rps_lng-HDO21000386,,,,,,,,,,,,,,,,,,,,,,,Monthly,375.1233,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220489,rps_lng-HDO200430,11/04/2023,11/04/2023,10/04/2024,,,,,,rps_lng-HDO22000976,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220250,rps_lng-HDO200434,18/02/2023,18/02/2023,17/02/2024,,,,,,rps_lng-HDO22000500,,,,,,,,,,,,,,,,,,,,,,,Monthly,460.0438,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000499,,,,
rps_lng-HDO210305,rps_lng-HDO210002,1/04/2021,1/04/2021,28/10/2022,,,,,,rps_lng-HDO21000719,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000720,,,,
rps_lng-HDO210254,rps_lng-HDO210026,26/02/2022,26/02/2022,25/02/2023,,,,,,rps_lng-HDO21000578,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210374,rps_lng-HDO210031,1/04/2023,1/04/2023,31/03/2024,,,,,,rps_lng-HDO21000885,,,,,,,,,,,,,,,,,,,,,,,Monthly,479.8356,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000886,,,,
rps_lng-HDO210225,rps_lng-HDO210036,27/09/2022,27/09/2022,26/09/2023,,,,,,rps_lng-HDO21000523,,,,,,,,,,,,,,,,,,,2023-09-01T12:00:00+01:00,,,,Monthly,330.0164,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220254,rps_lng-HDO210068,22/03/2023,22/03/2023,21/02/2024,,,,,,rps_lng-HDO22000509,,,,,,,,,,,,,,,,,,,,,,,Monthly,394.9151,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000508,,,,
rps_lng-HDO210387,rps_lng-HDO210077,1/06/2018,1/06/2018,7/07/2021,,,,,,rps_lng-HDO21000916,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000917,,,,
rps_lng-HDO211009,rps_lng-HDO210077,14/08/2021,14/08/2021,13/08/2022,,,,,,rps_lng-HDO21002223,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002224,,,,
rps_lng-HDO210389,rps_lng-HDO210078,18/05/2018,18/05/2018,17/09/2021,,,,,,rps_lng-HDO21000921,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211379,rps_lng-HDO210078,30/10/2022,30/10/2022,29/10/2023,,,,,,rps_lng-HDO21002950,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002951,,,,
rps_lng-HDO210717,rps_lng-HDO210105,12/07/2022,12/07/2022,11/07/2023,,,,,,rps_lng-HDO21001621,,,,,,,,,,,,,,,,,,,,,,,Monthly,414.937,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001620,,,,
rps_lng-HDO210515,rps_lng-HDO210112,10/11/2022,10/11/2022,9/05/2023,,,,,,rps_lng-HDO21001186,,,,,,,,,,,,,,,,,,,2024-03-01T12:00:00+00:00,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001187,,,,
rps_lng-HDO210797,rps_lng-HDO210119,2/07/2023,2/07/2023,1/07/2024,,,,,,rps_lng-HDO21001801,,,,,,,,,,,,,,,,,,,2024-04-01T17:00:00+01:00,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001802,,,,
rps_lng-HDO210627,rps_lng-HDO210128,28/05/2021,28/05/2021,10/02/2023,,,,,,rps_lng-HDO21001424,,,,,,,,,,,,,,,,,,,,,,,Monthly,330.0164,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001423,,,,
rps_lng-HDO230160,rps_lng-HDO210128,11/02/2023,11/02/2023,10/02/2024,,,,,,rps_lng-HDO23000464,,,,,,,,,,,,,,,,,,,,,,,Monthly,375.1233,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000463,,,,
rps_lng-HDO210637,rps_lng-HDO210136,18/11/2020,18/11/2020,20/06/2021,,,,,,rps_lng-HDO21001439,,,,,,,,,,,,,,,,,,,,,,,Monthly,408.9534,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001440,,,,
rps_lng-HDO210686,rps_lng-HDO210136,24/06/2021,24/06/2021,23/06/2022,,,,,,rps_lng-HDO21001534,,,,,,,,,,,,,,,,,,,2023-12-01T20:00:00+00:00,,,,Monthly,449.9178,,,,,,,,,,,,,,,,,,,rps_lng-JAM23000002,rps_lng-HDO21001535,,,
rps_lng-HDO210850,rps_lng-HDO210145,16/08/2023,16/08/2023,15/08/2024,,,,,,rps_lng-HDO21001929,,,,,,,,,,,,,,,,,,,,,,,Monthly,430.126,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001928,rps_lng-JAM23000005,,,
rps_lng-HDO210822,rps_lng-HDO210146,5/07/2021,5/07/2021,29/08/2022,,,,,,rps_lng-HDO21001856,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001857,,,,
rps_lng-HDO221194,rps_lng-HDO210146,2/10/2023,2/10/2023,1/10/2024,,,,,,rps_lng-HDO22002687,,,,,,,,,,,,,,,,,,,,,,,Monthly,450.1479,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002686,,,,
rps_lng-HDO210859,rps_lng-HDO210156,17/07/2021,17/07/2021,10/04/2022,,,,,,rps_lng-HDO21001946,,,,,,,,,,,,,,,,,,,,,,,Monthly,494.7945,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001947,,,,
rps_lng-HDO220506,rps_lng-HDO210156,11/04/2022,11/04/2022,10/04/2023,,,,,,rps_lng-HDO22001008,,,,,,,,,,,,,,,,,,,,,,,Monthly,520.1096,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210857,rps_lng-HDO210224,4/01/2021,4/01/2021,3/01/2022,,,,,,rps_lng-HDO21001941,,,,,,,,,,,,,,,,,,,,,,,Monthly,389.9993,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001943,,,,
rps_lng-HDO220076,rps_lng-HDO210224,22/03/2023,22/03/2023,21/01/2024,,,,,,rps_lng-HDO22000169,,,,,,,,,,,,,,,,,,,,,,,Monthly,480.0658,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000168,,,,
rps_lng-HDO211182,rps_lng-HDO210226,29/09/2022,29/09/2022,28/09/2023,,,,,,rps_lng-HDO21002590,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002591,,,,
rps_lng-HDO211277,rps_lng-HDO210227,16/10/2022,16/10/2022,15/06/2023,,,,,,rps_lng-HDO21002767,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002766,,,,
rps_lng-HDO211126,rps_lng-HDO210233,3/09/2021,3/09/2021,30/08/2022,,,,,,rps_lng-HDO21002467,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210895,rps_lng-HDO210242,7/04/2023,7/04/2023,6/04/2024,,,,,,rps_lng-HDO21002936,,,,,,,,,,,,,,,,,,,2024-01-01T15:00:00+00:00,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO22001075,rps_lng-HDO22001076,,,
rps_lng-HDO211034,rps_lng-HDO210251,21/08/2021,21/08/2021,16/12/2022,,,,,,rps_lng-HDO21002271,,,,,,,,,,,,,,,,,,,,,,,Monthly,344.9753,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221803,rps_lng-HDO210251,20/01/2023,20/01/2023,19/01/2024,,,,,,rps_lng-HDO22004141,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,rps_lng-HDO22004140,,,,
rps_lng-HDO211005,rps_lng-HDO210254,21/08/2022,21/08/2022,20/08/2023,,,,,,rps_lng-HDO21002211,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002209,rps_lng-HDO21002210,,,
rps_lng-HDO211079,rps_lng-HDO210271,3/09/2022,3/09/2022,2/09/2023,,,,,,rps_lng-HDO21002358,,,,,,,,,,,,,,,,,,,,,,,Monthly,309.9945,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211320,rps_lng-HDO210285,23/10/2021,23/10/2021,22/10/2022,,,,,,rps_lng-HDO21002842,,,,,,,,,,,,,,,,,,,,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002841,,,,
rps_lng-HDO211433,rps_lng-HDO210285,16/11/2022,16/11/2022,15/08/2023,,,,,,rps_lng-HDO21003057,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO21003058,,,,
rps_lng-HDO211172,rps_lng-HDO210296,17/03/2022,17/03/2022,16/08/2022,,,,,,rps_lng-HDO21002567,,,,,,,,,,,,,,,,,,,,,,,Monthly,625.0521,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002566,,,,
rps_lng-HDO211214,rps_lng-HDO210307,8/10/2021,8/10/2021,7/11/2022,,,,,,rps_lng-HDO21002649,,,,,,,,,,,,,,,,,,,,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002650,,,,
rps_lng-HDO221546,rps_lng-HDO210307,11/11/2022,11/11/2022,10/11/2023,,,,,,rps_lng-HDO22003567,,,,,,,,,,,,,,,,,,,,,,,Monthly,599.9671,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003565,rps_lng-HDO22003566,,,
rps_lng-HDO211130,rps_lng-HDO210320,30/09/2022,30/09/2022,29/03/2023,,,,,,rps_lng-HDO21002476,,,,,,,,,,,,,,,,,,,,,,,Monthly,485.1288,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002475,,,,
rps_lng-HDO211581,rps_lng-HDO210327,4/01/2022,4/01/2022,3/02/2023,,,,,,rps_lng-HDO21003383,,,,,,,,,,,,,,,,,,,2024-04-01T11:00:00+01:00,,,,Monthly,689.9507,,,,,,,,,,,,,,,,,,,rps_lng-HDO21003382,,,,
rps_lng-HDO220023,rps_lng-HDO210330,12/01/2023,12/01/2023,11/01/2024,,,,,,rps_lng-HDO22000051,,,,,,,,,,,,,,,,,,,,,,,Monthly,469.9397,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000050,,,,
rps_lng-HDO211234,rps_lng-HDO210334,2/10/2022,2/10/2022,1/10/2023,,,,,,rps_lng-HDO21002682,,,,,,,,,,,,,,,,,,,,,,,Monthly,709.9726,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002681,,,,
rps_lng-HDO221581,rps_lng-HDO210354,11/11/2022,11/11/2022,10/11/2023,,,,,,rps_lng-HDO22003633,,,,,,,,,,,,,,,,,,,,,,,Monthly,500.0877,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003631,rps_lng-HDO22003632,,,
rps_lng-SAN210021,rps_lng-HDO210383,14/12/2019,14/12/2019,14/05/2022,,,,,,rps_lng-SAN21000074,,,,,,,,,,,,,,,,,,,,,,,Monthly,394.9151,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211434,rps_lng-HDO210405,13/11/2021,13/11/2021,29/07/2022,,,,,,rps_lng-HDO21003061,,,,,,,,,,,,,,,,,,,,,,,Monthly,345.2055,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221075,rps_lng-HDO210405,30/07/2022,30/07/2022,5/03/2023,,,,,,rps_lng-HDO22002351,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230253,rps_lng-HDO210405,6/03/2023,6/03/2023,5/03/2024,,,,,,rps_lng-HDO23000744,,,,,,,,,,,,,,,,,,,,,,,Monthly,373.9726,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000743,,,,
rps_lng-HDO220011,rps_lng-HDO210408,12/01/2023,12/01/2023,11/01/2024,,,,,,rps_lng-HDO22000026,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000027,,,,
rps_lng-HDO220113,rps_lng-HDO210413,4/02/2023,4/02/2023,3/02/2024,,,,,,rps_lng-HDO22000245,,,,,,,,,,,,,,,,,,,,,,,Monthly,700.0767,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000246,,,,
rps_lng-HDO220441,rps_lng-HDO210436,31/03/2023,31/03/2023,30/03/2024,,,,,,rps_lng-HDO22000892,,,,,,,,,,,,,,,,,,,,,,,Monthly,440.0219,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000891,,,,
rps_lng-HDO211648,rps_lng-HDO210442,21/12/2022,21/12/2022,20/12/2023,,,,,,rps_lng-HDO21003540,,,,,,,,,,,,,,,,,,,2023-11-01T11:00:00+00:00,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230022,rps_lng-HDO210452,12/01/2023,12/01/2023,11/01/2024,,,,,,rps_lng-HDO23000048,,,,,,,,,,,,,,,,,,,,,,,Monthly,750.0164,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN210033,rps_lng-HDO210452,29/11/2021,29/11/2021,28/11/2022,,,,,,rps_lng-SAN21000113,,,,,,,,,,,,,,,,,,,,,,,Monthly,700.0767,,,,,,,,,,,,,,,,,,,rps_lng-SAN21000114,,,,
rps_lng-HDO220209,rps_lng-HDO210458,12/02/2022,12/02/2022,6/02/2023,,,,,,rps_lng-HDO22000418,,,,,,,,,,,,,,,,,,,,,,,Monthly,649.9068,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000417,,,,
rps_lng-HDO220256,rps_lng-HDO210459,25/03/2023,25/03/2023,24/03/2024,,,,,,rps_lng-HDO22000513,,,,,,,,,,,,,,,,,,,2024-01-08T14:00:00+00:00,,,,Monthly,425.063,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000512,,,,
rps_lng-HDO211669,rps_lng-HDO210467,14/03/2023,14/03/2023,13/02/2024,,,,,,rps_lng-HDO21003583,,,,,,,,,,,,,,,,,,,,,,,Monthly,480.0658,,,,,,,,,,,,,,,,,,,rps_lng-HDO21003582,,,,
rps_lng-HDO220060,rps_lng-HDO210486,3/02/2022,3/02/2022,2/02/2023,,,,,,rps_lng-HDO22000129,,,,,,,,,,,,,,,,,,,2023-11-08T14:00:00+00:00,,,,Monthly,430.126,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000128,,,,
rps_lng-HDO220913,rps_lng-HDO210487,22/07/2022,22/07/2022,16/06/2023,,,,,,rps_lng-HDO22002000,,,,,,,,,,,,,,,,,,,,,,,Monthly,400.2082,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220186,rps_lng-HDO210490,10/02/2022,10/02/2022,9/02/2023,,,,,,rps_lng-HDO22000381,,,,,,,,,,,,,,,,,,,,,,,Monthly,375.1233,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220477,rps_lng-HDO210498,13/04/2022,13/04/2022,2/09/2022,,,,,,rps_lng-HDO22000955,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000954,,,,
rps_lng-HDO221236,rps_lng-HDO210498,3/09/2022,3/09/2022,2/09/2023,,,,,,rps_lng-HDO22002799,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002800,,,,
rps_lng-HDO220204,rps_lng-HDO210501,17/04/2023,17/04/2023,16/02/2024,,,,,,rps_lng-HDO22000408,,,,,,,,,,,,,,,,,,,,,,,Monthly,434.9589,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000407,,,,
rps_lng-HDO220277,rps_lng-HDO210529,28/02/2022,28/02/2022,29/03/2023,,,,,,rps_lng-HDO22000563,,,,,,,,,,,,,,,,,,,,,,,Monthly,500.0877,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000562,,,,
rps_lng-HDO220100,rps_lng-HDO210536,24/01/2023,24/01/2023,23/01/2024,,,,,,rps_lng-HDO22000210,,,,,,,,,,,,,,,,,,,,,,,Monthly,440.0219,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000211,rps_lng-HDO22000209,,,
rps_lng-HDO220077,rps_lng-HDO220008,3/02/2023,3/02/2023,2/02/2024,,,,,,rps_lng-HDO22000170,,,,,,,,,,,,,,,,,,,,,,,Monthly,465.1068,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000171,,,,
rps_lng-HDO220264,rps_lng-HDO220041,26/03/2023,26/03/2023,25/03/2024,,,,,,rps_lng-HDO22000536,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000535,,,,
rps_lng-HDO220529,rps_lng-HDO220056,21/04/2022,21/04/2022,20/04/2023,,,,,,rps_lng-HDO22001060,,,,,,,,,,,,,,,,,,,2023-12-01T16:00:00+00:00,,,,Monthly,299.8685,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-SAN220057,rps_lng-HDO220112,1/11/2021,1/11/2021,31/10/2022,,,,,,rps_lng-SAN22000177,,,,,,,,,,,,,,,,,,,2023-11-22T14:00:00+00:00,,,,Monthly,475.0027,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221063,rps_lng-HDO220131,1/08/2023,1/08/2023,31/07/2024,,,,,,rps_lng-HDO22002306,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002305,,,,
