,ID,DateTime,Type,Category,Description,IsCredit,IsDebit,Gross,Net,Balance,Unallocated,VAT
359,rps_lng-HDO22110519,2022-03-16T00:00:00+00:00,,Deposit,Deposit held,True,False,1434.0,1434.0,2868.0,,
360,rps_lng-HDO22128738,2022-03-21T00:00:00+00:00,Invoice,Rent,Rent from 21/03/2022 to 20/04/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,1434.0,,
361,rps_lng-HDO22119996,2022-03-23T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 15286610,False,True,1434.0,1434.0,,,
362,rps_lng-HDO22160665,2022-04-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
363,rps_lng-HDO22153549,2022-04-21T00:00:00+01:00,Invoice,Rent,Rent from 21/04/2022 to 20/05/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
364,rps_lng-HDO22166560,2022-04-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,-1434.0,,
365,rps_lng-HDO22166561,2022-04-26T00:00:00+01:00,Invoice,Tenant Admin Fee,Dishonour Fee,False,True,25.0,25.0,-1459.0,,
366,rps_lng-HDO22173886,2022-04-29T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1459.0,1459.0,,,
367,rps_lng-HDO22196712,2022-05-21T00:00:00+01:00,Invoice,Rent,Rent from 21/05/2022 to 20/06/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
368,rps_lng-HDO22209063,2022-05-23T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
369,rps_lng-HDO22209386,2022-05-23T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
370,rps_lng-HDO22211033,2022-05-25T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
371,rps_lng-HDO22243671,2022-06-21T00:00:00+01:00,Invoice,Rent,Rent from 21/06/2022 to 20/07/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
372,rps_lng-HDO22251709,2022-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
373,rps_lng-HDO22251847,2022-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
374,rps_lng-HDO22254051,2022-06-23T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
375,rps_lng-HDO22302779,2022-07-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
376,rps_lng-HDO22292812,2022-07-21T00:00:00+01:00,Invoice,Rent,Rent from 21/07/2022 to 20/08/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
377,rps_lng-HDO22305512,2022-07-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,1434.0,,
378,rps_lng-HDO22305747,2022-07-25T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
379,rps_lng-HDO22341457,2022-08-21T00:00:00+01:00,Invoice,Rent,Rent from 21/08/2022 to 20/09/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
380,rps_lng-HDO22351651,2022-08-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
381,rps_lng-HDO22352078,2022-08-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
382,rps_lng-HDO22353966,2022-08-24T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
383,rps_lng-HDO22400401,2022-09-21T00:00:00+01:00,Invoice,Rent,Rent from 21/09/2022 to 20/10/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
384,rps_lng-HDO22409888,2022-09-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
385,rps_lng-HDO22410052,2022-09-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
386,rps_lng-HDO22413431,2022-09-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
387,rps_lng-HDO22446096,2022-10-21T00:00:00+01:00,Invoice,Rent,Rent from 21/10/2022 to 20/11/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
388,rps_lng-HDO22458420,2022-10-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
389,rps_lng-HDO22458741,2022-10-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
390,rps_lng-HDO22460502,2022-10-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
391,rps_lng-HDO22495166,2022-11-21T00:00:00+00:00,Invoice,Rent,Rent from 21/11/2022 to 20/12/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
392,rps_lng-HDO22505442,2022-11-22T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
393,rps_lng-HDO22505752,2022-11-22T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
394,rps_lng-HDO22507349,2022-11-24T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
395,rps_lng-HDO22548167,2022-12-20T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,1434.0,,
396,rps_lng-HDO22541764,2022-12-21T00:00:00+00:00,Invoice,Rent,Rent from 21/12/2022 to 20/01/2023 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
397,rps_lng-HDO23025517,2023-01-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
398,rps_lng-HDO23027032,2023-01-18T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
399,rps_lng-HDO23021799,2023-01-21T00:00:00+00:00,Invoice,Rent,Rent from 21/01/2023 to 20/02/2023 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
400,rps_lng-HDO23036138,2023-01-23T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
401,rps_lng-HDO23036470,2023-01-23T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
402,rps_lng-HDO23038058,2023-01-25T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
403,rps_lng-HDO23079933,2023-02-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
404,rps_lng-HDO23070147,2023-02-21T00:00:00+00:00,Invoice,Rent,Rent from 21/02/2023 to 20/03/2023 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
405,rps_lng-HDO23082470,2023-02-22T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,1434.0,,
406,rps_lng-HDO23082688,2023-02-23T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
407,rps_lng-HDO23117524,2023-03-21T00:00:00+00:00,Invoice,Rent,Rent from 21/03/2023 to 20/04/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,-1521.0,,
408,rps_lng-HDO23126240,2023-03-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,,,
409,rps_lng-HDO23126388,2023-03-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1521.0,1521.0,1521.0,,
410,rps_lng-HDO23128724,2023-03-23T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1521.0,1521.0,,,
411,rps_lng-HDO23170724,2023-04-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,1521.0,,
412,rps_lng-HDO23163275,2023-04-21T00:00:00+01:00,Invoice,Rent,Rent from 21/04/2023 to 20/05/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,,,
413,rps_lng-HDO23211118,2023-05-21T00:00:00+01:00,Invoice,Rent,Rent from 21/05/2023 to 20/06/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,-1521.0,,
414,rps_lng-HDO23222139,2023-05-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,,,
415,rps_lng-HDO23222486,2023-05-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1521.0,1521.0,1521.0,,
416,rps_lng-HDO23224462,2023-05-24T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1521.0,1521.0,,,
417,rps_lng-HDO23258103,2023-06-21T00:00:00+01:00,Invoice,Rent,Rent from 21/06/2023 to 20/07/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,-1521.0,,
418,rps_lng-HDO23267894,2023-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,,,
419,rps_lng-HDO23268090,2023-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1521.0,1521.0,1521.0,,
420,rps_lng-HDO23270908,2023-06-23T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1521.0,1521.0,,,
421,rps_lng-HDO23304541,2023-07-11T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,1521.0,,
422,rps_lng-HDO23309138,2023-07-21T00:00:00+01:00,Invoice,Rent,Rent from 21/07/2023 to 20/08/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,,,
423,rps_lng-HDO23336500,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,1521.0,1521.0,
424,rps_lng-,2022-03-11T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
425,rps_lng-HDO22107860,2022-03-11T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,2868.0,2868.0,2868.0,,
426,rps_lng-HDO22110518,2022-03-16T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1434.0,1434.0,1434.0,,
427,rps_lng-HDO22110519,2022-03-16T00:00:00+00:00,,Deposit,Deposit held,True,False,1434.0,1434.0,2868.0,,
428,rps_lng-HDO22128738,2022-03-21T00:00:00+00:00,Invoice,Rent,Rent from 21/03/2022 to 20/04/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,1434.0,,
429,rps_lng-HDO22119996,2022-03-23T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 15286610,False,True,1434.0,1434.0,,,
430,rps_lng-HDO22160665,2022-04-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
431,rps_lng-HDO22153549,2022-04-21T00:00:00+01:00,Invoice,Rent,Rent from 21/04/2022 to 20/05/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
432,rps_lng-HDO22166560,2022-04-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,-1434.0,,
433,rps_lng-HDO22166561,2022-04-26T00:00:00+01:00,Invoice,Tenant Admin Fee,Dishonour Fee,False,True,25.0,25.0,-1459.0,,
434,rps_lng-HDO22173886,2022-04-29T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1459.0,1459.0,,,
435,rps_lng-HDO22196712,2022-05-21T00:00:00+01:00,Invoice,Rent,Rent from 21/05/2022 to 20/06/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
436,rps_lng-HDO22209063,2022-05-23T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
437,rps_lng-HDO22209386,2022-05-23T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
438,rps_lng-HDO22211033,2022-05-25T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
439,rps_lng-HDO22243671,2022-06-21T00:00:00+01:00,Invoice,Rent,Rent from 21/06/2022 to 20/07/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
440,rps_lng-HDO22251709,2022-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
441,rps_lng-HDO22251847,2022-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
442,rps_lng-HDO22254051,2022-06-23T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
443,rps_lng-HDO22302779,2022-07-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
444,rps_lng-HDO22292812,2022-07-21T00:00:00+01:00,Invoice,Rent,Rent from 21/07/2022 to 20/08/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
445,rps_lng-HDO22305512,2022-07-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,1434.0,,
446,rps_lng-HDO22305747,2022-07-25T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
447,rps_lng-HDO22341457,2022-08-21T00:00:00+01:00,Invoice,Rent,Rent from 21/08/2022 to 20/09/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
448,rps_lng-HDO22351651,2022-08-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
449,rps_lng-HDO22352078,2022-08-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
450,rps_lng-HDO22353966,2022-08-24T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
451,rps_lng-HDO22400401,2022-09-21T00:00:00+01:00,Invoice,Rent,Rent from 21/09/2022 to 20/10/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
452,rps_lng-HDO22409888,2022-09-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
453,rps_lng-HDO22410052,2022-09-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
454,rps_lng-HDO22413431,2022-09-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
455,rps_lng-HDO22446096,2022-10-21T00:00:00+01:00,Invoice,Rent,Rent from 21/10/2022 to 20/11/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
456,rps_lng-HDO22458420,2022-10-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
457,rps_lng-HDO22458741,2022-10-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
458,rps_lng-HDO22460502,2022-10-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
459,rps_lng-HDO22495166,2022-11-21T00:00:00+00:00,Invoice,Rent,Rent from 21/11/2022 to 20/12/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
460,rps_lng-HDO22505442,2022-11-22T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
461,rps_lng-HDO22505752,2022-11-22T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
462,rps_lng-HDO22507349,2022-11-24T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
463,rps_lng-HDO22548167,2022-12-20T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,1434.0,,
464,rps_lng-HDO22541764,2022-12-21T00:00:00+00:00,Invoice,Rent,Rent from 21/12/2022 to 20/01/2023 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
465,rps_lng-HDO23025517,2023-01-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
466,rps_lng-HDO23027032,2023-01-18T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
467,rps_lng-HDO23021799,2023-01-21T00:00:00+00:00,Invoice,Rent,Rent from 21/01/2023 to 20/02/2023 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
468,rps_lng-HDO23036138,2023-01-23T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
469,rps_lng-HDO23036470,2023-01-23T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
470,rps_lng-HDO23038058,2023-01-25T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
471,rps_lng-HDO23079933,2023-02-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
472,rps_lng-HDO23070147,2023-02-21T00:00:00+00:00,Invoice,Rent,Rent from 21/02/2023 to 20/03/2023 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
473,rps_lng-HDO23082470,2023-02-22T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,1434.0,,
474,rps_lng-HDO23082688,2023-02-23T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,,,
475,rps_lng-HDO23117524,2023-03-21T00:00:00+00:00,Invoice,Rent,Rent from 21/03/2023 to 20/04/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,-1521.0,,
476,rps_lng-HDO23126240,2023-03-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,,,
477,rps_lng-HDO23126388,2023-03-21T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1521.0,1521.0,1521.0,,
478,rps_lng-HDO23128724,2023-03-23T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1521.0,1521.0,,,
479,rps_lng-HDO23170724,2023-04-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,1521.0,,
480,rps_lng-HDO23163275,2023-04-21T00:00:00+01:00,Invoice,Rent,Rent from 21/04/2023 to 20/05/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,,,
481,rps_lng-HDO23211118,2023-05-21T00:00:00+01:00,Invoice,Rent,Rent from 21/05/2023 to 20/06/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,-1521.0,,
482,rps_lng-HDO23222139,2023-05-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,,,
483,rps_lng-HDO23222486,2023-05-22T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1521.0,1521.0,1521.0,,
484,rps_lng-HDO23224462,2023-05-24T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1521.0,1521.0,,,
485,rps_lng-HDO23258103,2023-06-21T00:00:00+01:00,Invoice,Rent,Rent from 21/06/2023 to 20/07/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,-1521.0,,
486,rps_lng-HDO23267894,2023-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,,,
487,rps_lng-HDO23268090,2023-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1521.0,1521.0,1521.0,,
488,rps_lng-HDO23270908,2023-06-23T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1521.0,1521.0,,,
489,rps_lng-HDO23304541,2023-07-11T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,1521.0,,
490,rps_lng-HDO23309138,2023-07-21T00:00:00+01:00,Invoice,Rent,Rent from 21/07/2023 to 20/08/2023 for 33/88 Franklin Street,False,True,1521.0,1521.0,,,
491,rps_lng-HDO23336500,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1521.0,1521.0,1521.0,1521.0,
492,rps_lng-,2022-03-11T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
493,rps_lng-HDO22107860,2022-03-11T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,2868.0,2868.0,2868.0,,
494,rps_lng-HDO22110518,2022-03-16T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1434.0,1434.0,1434.0,,
495,rps_lng-HDO22110519,2022-03-16T00:00:00+00:00,,Deposit,Deposit held,True,False,1434.0,1434.0,2868.0,,
496,rps_lng-HDO22128738,2022-03-21T00:00:00+00:00,Invoice,Rent,Rent from 21/03/2022 to 20/04/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,1434.0,,
497,rps_lng-HDO22119996,2022-03-23T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 15286610,False,True,1434.0,1434.0,,,
498,rps_lng-HDO22160665,2022-04-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
499,rps_lng-HDO22153549,2022-04-21T00:00:00+01:00,Invoice,Rent,Rent from 21/04/2022 to 20/05/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,,,
500,rps_lng-HDO22166560,2022-04-26T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 33/88FRANKLINSTREE,False,True,1434.0,1434.0,-1434.0,,
501,rps_lng-HDO22166561,2022-04-26T00:00:00+01:00,Invoice,Tenant Admin Fee,Dishonour Fee,False,True,25.0,25.0,-1459.0,,
502,rps_lng-HDO22173886,2022-04-29T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1459.0,1459.0,,,
503,rps_lng-HDO22196712,2022-05-21T00:00:00+01:00,Invoice,Rent,Rent from 21/05/2022 to 20/06/2022 for 33/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
504,rps_lng-HDO22209063,2022-05-23T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,1434.0,1434.0,,,
505,rps_lng-HDO22209386,2022-05-23T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 33/88FRANKLINSTREE,True,False,1434.0,1434.0,1434.0,,
